media_id,selected_rank,instance_index,original_class_id,area,bbox,centroid_x,centroid_y,pca_axis_x,pca_axis_y,pca_eigenvalue_ratio,elongation,estimated_thickness,thickness_ratio,orientation_deg,support_length,distance_to_bottom_center_normalized,overlap_with_ground_proxy,overlap_with_local_roi,centroid_vertical_position,line_intersects_ground_proxy_bbox,line_crosses_central_ground_span,visible_support_left_of_vehicle,visible_support_right_of_vehicle,visible_support_above_vehicle_bottom,visible_support_below_vehicle_bottom,bottom_center_inside_area,area_near_vehicle,line_point_x,line_point_y,signed_normal_offset
IMG_007533,1,1,2,26935.0,"[850.9205932617188,338.17620849609375,1920.0,649.0607299804688]",1502.701904296875,479.0020446777344,0.9796783924102783,0.2005746066570282,33.58131790161133,4.449011595675219,247.10824584960938,0.4101327216395622,11.570562906723035,1099.387451171875,0.30254635861279944,0.0,0.40278448115834414,1.0253409147262573,True,False,False,True,True,True,False,True,1502.701904296875,479.00201416015625,0.30254635861279944
IMG_007524,1,1,1,123592.0,"[1022.6537475585938,523.902099609375,1920.0,766.33154296875]",1580.826416015625,615.9954833984375,0.9971024990081787,0.07607027888298035,21.28809928894043,3.3209313150606716,272.4759826660156,0.3671411167813986,4.36272028543353,904.8740234375,0.1043814583318578,0.0,0.8097368761732151,0.9730864763259888,True,True,False,True,True,True,False,True,1580.826416015625,615.9954833984375,0.1043814583318578
IMG_007542,1,3,1,240124.0,"[1117.419189453125,445.97772216796875,1920.0,864.0399780273438]",1572.9012451171875,631.6685791015625,0.9693931937217712,0.24551372230052948,4.500950336456299,1.7790972486523722,488.2406311035156,0.6431344082569316,14.21219404099861,868.6275634765625,0.31335482851182195,0.0001036076172320189,0.9548816444836834,0.9094495177268982,True,False,False,True,True,True,False,True,1572.901123046875,631.6685180664062,0.31335482851182195
IMG_007535,1,1,1,290423.0,"[1082.4276123046875,335.5735168457031,1919.0313720703125,1080.0]",1623.8701171875,688.6428833007812,0.8317995667457581,0.5550761818885803,2.7985637187957764,1.2515737351694038,883.80126953125,2.545517900487185,33.71596049841514,1106.1424560546875,0.7089208343904958,0.0,0.136931303650193,1.763806939125061,False,False,False,True,True,True,False,True,1623.8701171875,688.6428833007812,0.7089208343904958
IMG_007530,1,1,1,729017.0,"[646.9357299804688,396.0587158203125,1896.59326171875,1075.8780517578125]",1294.4912109375,753.5647583007812,0.9928930997848511,-0.11900981515645981,3.3444550037384033,1.6737755895309665,763.13232421875,1.152538050145213,173.16504049412686,1277.312255859375,0.47902646750826244,0.0,0.47299857204976015,1.7095191478729248,False,False,False,True,True,True,False,True,1294.4912109375,753.5648193359375,-0.47902646750826244
IMG_007530,2,1,1,729017.0,"[646.9357299804688,396.0587158203125,1896.59326171875,1075.8780517578125]",1294.4912109375,753.5647583007812,0.9928930997848511,-0.11900981515645981,3.3444550037384033,1.6737755895309665,763.13232421875,1.1551304695990743,173.16504049412686,1277.312255859375,0.48288967235070657,0.0,0.46610847209324335,1.7199976444244385,False,False,False,True,True,True,False,True,1294.4912109375,753.5648193359375,-0.48288967235070657
IMG_007534,1,2,2,2590.0,"[1048.1077880859375,425.11322021484375,1387.4910888671875,481.99273681640625]",1199.1876220703125,454.8181457519531,0.9874936938285828,-0.15765808522701263,619.552490234375,19.36086378066505,17.375411987304688,0.024925708070293404,170.929010228158,336.4029846191406,0.11965701153341522,0.0,1.0,0.5346036553382874,True,True,False,True,True,False,False,True,1199.1876220703125,454.8181457519531,0.11965701153341522
IMG_007534,1,3,2,13118.0,"[1047.8931884765625,451.8272399902344,1742.8604736328125,667.2051391601562]",1397.7325439453125,565.8836059570312,0.9936515688896179,0.11250166594982147,12.659526824951172,3.3514347209981876,209.3418426513672,0.3003090609096229,6.459545627611719,701.5955200195312,0.18762216041451585,0.0,1.0,0.8499970436096191,True,False,False,True,True,True,False,True,1397.7325439453125,565.8836059570312,0.18762216041451585
IMG_007536,1,2,1,5569.0,"[384.6382141113281,319.2337951660156,655.9193725585938,401.6727294921875]",517.1946411132812,358.17919921875,0.9612123966217041,0.2758091390132904,51.38652038574219,5.325079523510725,51.152198791503906,0.06969819022973378,16.010239749597975,272.3895263671875,0.20714068759880555,0.0,0.7274196444604059,0.2878362536430359,True,False,True,False,True,False,False,True,517.1946411132812,358.17919921875,0.20714068759880555
IMG_007529,1,1,1,495786.0,"[864.4171142578125,450.1724853515625,1920.0,1080.0]",1411.9134521484375,834.7396240234375,0.9996681213378906,-0.025760076940059662,3.915975332260132,1.6267627861126672,652.84033203125,1.3244507805240875,178.5238929793629,1062.016357421875,0.6194846534966217,0.0,0.22553077335786004,1.6808512210845947,False,False,False,True,True,True,False,True,1411.9134521484375,834.7396850585938,-0.6194846534966217
IMG_007529,1,3,1,3373.0,"[0.88568115234375,352.87225341796875,359.5798034667969,479.18280029296875]",163.8683624267578,411.5209045410156,0.95378577709198,-0.3004874289035797,873.7399291992188,19.799190352635325,18.737850189208984,0.03801444103679138,162.51311845461183,370.9942626953125,0.5458632836787964,0.0,1.0,0.6700420379638672,False,False,True,False,True,False,False,True,163.8683624267578,411.5209045410156,0.5458632836787964
IMG_007612,1,6,2,20166.0,"[0.0,549.4609375,647.5830688476562,803.7745971679688]",326.5133972167969,732.2208862304688,0.9794406294822693,-0.2017330676317215,6.858388423919678,2.1393479750278774,315.98712158203125,0.5396148454470383,168.36167861133254,676.0064086914062,0.1514191682578731,0.0,0.9197659426757909,1.079050064086914,True,True,True,False,True,True,False,True,326.5133972167969,732.2208862304688,0.1514191682578731
IMG_007612,1,7,2,60290.0,"[169.1297607421875,506.6778259277344,1920.0,810.9893798828125]",1041.81640625,736.1504516601562,0.9998903274536133,0.014812548644840717,42.70270919799805,5.7564850419667035,303.8326416015625,0.518858500051338,0.848727526560694,1749.008056640625,0.06677357769837439,0.008485181454689742,0.9653176314480013,1.0875310897827148,True,False,True,True,True,True,False,True,1041.81640625,736.1504516601562,-0.06677357769837439
IMG_007612,1,8,2,5986.0,"[0.0,476.6919250488281,602.0993041992188,657.8472290039062]",282.38104248046875,572.3167114257812,0.9817670583724976,-0.19008846580982208,16.060504913330078,3.6259076592586963,159.4221649169922,0.2722470664367953,169.0420540022134,578.050048828125,0.42141438055410735,0.0,0.8902439024390244,0.733936607837677,True,False,True,False,True,False,False,True,282.3810729980469,572.3167724609375,0.42141438055410735
IMG_007612,1,10,2,35556.0,"[880.0768432617188,504.5694580078125,1920.0,819.440185546875]",1390.1527099609375,745.6890258789062,0.9999923706054688,-0.003900860669091344,15.305691719055176,3.489257573492732,296.6425476074219,0.506579893758864,179.7764965756633,1035.062255859375,0.08852011530915582,0.0,0.943750703116211,1.108117699623108,True,False,False,True,True,True,False,True,1390.1527099609375,745.6890258789062,-0.08852011530915582
