media_id,selected_rank,frozen_bbox,matched_instance,matched_confidence,bbox_iou,center_inside,match_status,invalid_reason
IMG_007350,1,"[598.911,189.18,1296.541,737.65]",0,0.9654540419578552,0.9724549600461403,True,VALID_TARGET,
IMG_007355,1,"[447.61,168.868,1357.229,707.876]",0,0.9695339202880859,0.9840584550332466,True,VALID_TARGET,
IMG_007357,1,"[665.745,131.485,1554.217,707.123]",0,0.9785171151161194,0.9868218018682998,True,VALID_TARGET,
IMG_007358,1,"[677.752,159.636,1187.195,644.409]",0,0.9413637518882751,0.9434311352003617,True,VALID_TARGET,
IMG_007359,1,"[433.557,19.645,1363.768,693.214]",0,0.967309296131134,0.96415003638624,True,VALID_TARGET,
IMG_007359,2,"[431.227,24.115,1363.002,691.374]",0,0.967309296131134,0.9716339694589844,True,VALID_TARGET,
IMG_007360,1,"[691.802,58.213,1442.537,681.608]",0,0.970960795879364,0.9840151656005373,True,VALID_TARGET,
IMG_007361,1,"[423.346,95.629,1416.277,704.553]",0,0.9680283069610596,0.9502298977241589,True,VALID_TARGET,
IMG_007361,2,"[423.346,96.641,1417.215,704.515]",0,0.9680283069610596,0.9509728967962021,True,VALID_TARGET,
IMG_007363,1,"[598.57,181.389,1316.243,696.498]",0,0.9651364684104919,0.9722948505761165,True,VALID_TARGET,
IMG_007364,1,"[242.259,122.129,1364.877,792.513]",0,0.9826149940490723,0.9844094139474017,True,VALID_TARGET,
IMG_007367,1,"[277.649,149.424,1326.196,822.936]",0,0.9743209481239319,0.9654817339422223,True,VALID_TARGET,
IMG_007370,1,"[485.394,187.227,1400.677,869.86]",0,0.9595919847488403,0.9620356512628264,True,VALID_TARGET,
IMG_007371,1,"[358.052,149.789,1376.304,813.684]",0,0.9651041626930237,0.9705648734083149,True,VALID_TARGET,
IMG_007374,1,"[377.385,64.958,1430.588,788.182]",0,0.9781010150909424,0.9709508615050793,True,VALID_TARGET,
IMG_007377,1,"[559.242,229.09,1555.371,786.462]",0,0.9670682549476624,0.9776153231878106,True,VALID_TARGET,
IMG_007379,1,"[398.115,43.474,1509.594,737.34]",0,0.97386634349823,0.9757045863249162,True,VALID_TARGET,
IMG_007383,1,"[522.173,92.758,1330.509,764.22]",1,0.9564515352249146,0.9799486987775102,True,VALID_TARGET,
IMG_007383,2,"[525.411,256.077,1327.517,760.403]",1,0.9564515352249146,0.7483466365291105,True,VALID_TARGET,
IMG_007384,1,"[380.098,90.078,1545.355,866.4]",0,0.9711723327636719,0.9795089127564427,True,VALID_TARGET,
IMG_007385,1,"[379.408,131.521,1482.066,849.891]",0,0.9612023234367371,0.9295219891499927,True,VALID_TARGET,
IMG_007388,1,"[488.42,200.034,1385.829,885.899]",0,0.9689198732376099,0.9296643161228058,True,VALID_TARGET,
IMG_007389,1,"[512.185,151.877,1565.284,797.376]",0,0.9818542003631592,0.9758404532097359,True,VALID_TARGET,
IMG_007392,1,"[504.002,181.538,1352.745,645.653]",0,0.9725620150566101,0.9810730308734882,True,VALID_TARGET,
IMG_007393,1,"[695.353,64.715,1228.381,480.342]",0,0.966285228729248,0.9674177920224551,True,VALID_TARGET,
IMG_007394,1,"[516.455,237.24,1338.368,616.955]",0,0.9685497283935547,0.973949319220856,True,VALID_TARGET,
IMG_007396,1,"[594.421,203.39,1287.154,755.627]",0,0.9705933332443237,0.97263024989195,True,VALID_TARGET,
IMG_007396,2,"[1.13,243.562,421.286,776.499]",1,0.9449713230133057,0.9051201843620028,True,VALID_TARGET,
IMG_007399,1,"[522.168,199.429,1388.287,677.514]",0,0.9823688864707947,0.9815167040261633,True,VALID_TARGET,
IMG_007400,1,"[592.858,136.16,1190.752,742.506]",0,0.9686832427978516,0.985572959061981,True,VALID_TARGET,
IMG_007404,1,"[581.999,250.291,1409.614,771.255]",0,0.9705990552902222,0.9705803836203214,True,VALID_TARGET,
IMG_007404,2,"[584.057,252.461,1409.364,767.337]",0,0.9705990552902222,0.9805995309883128,True,VALID_TARGET,
IMG_007406,1,"[580.229,88.304,1342.86,684.184]",0,0.9638895392417908,0.9700665030669513,True,VALID_TARGET,
IMG_007407,1,"[340.753,101.224,1480.574,813.034]",0,0.9777896404266357,0.9848735884209296,True,VALID_TARGET,
IMG_007410,1,"[598.939,320.729,1464.058,782.408]",0,0.9652687311172485,0.9896822676128973,True,VALID_TARGET,
IMG_007413,1,"[546.967,220.067,1452.919,727.948]",0,0.968962550163269,0.983499456167945,True,VALID_TARGET,
IMG_007413,2,"[1289.854,187.029,1918.805,628.795]",1,0.9622534513473511,0.9712850160351061,True,VALID_TARGET,
IMG_007415,1,"[688.837,254.178,1301.733,732.058]",0,0.9655616879463196,0.9548603226219072,True,VALID_TARGET,
IMG_007416,1,"[583.931,202.278,1371.593,622.737]",0,0.9631217122077942,0.973843920494121,True,VALID_TARGET,
IMG_007417,1,"[472.231,284.802,1346.2,746.534]",0,0.9728402495384216,0.98031548015136,True,VALID_TARGET,
IMG_007419,1,"[686.62,357.807,1389.565,764.916]",0,0.9748663306236267,0.9828136197235007,True,VALID_TARGET,
IMG_007419,2,"[1322.367,420.445,1918.537,704.761]",1,0.9667366743087769,0.9678977802664251,True,VALID_TARGET,
IMG_007421,1,"[668.209,275.393,1255.133,765.97]",0,0.9635061025619507,0.964429208350384,True,VALID_TARGET,
IMG_007421,2,"[1.027,360.735,396.926,805.905]",1,0.9455593228340149,0.945878102150387,True,VALID_TARGET,
IMG_007422,1,"[357.156,99.446,1261.991,689.932]",0,0.9667250514030457,0.9714859620314643,True,VALID_TARGET,
IMG_007424,1,"[685.283,245.858,1245.758,733.406]",0,0.9577776193618774,0.9650069392902207,True,VALID_TARGET,
IMG_007425,1,"[592.925,318.074,1511.929,773.599]",0,0.9664077758789062,0.9933591037761618,True,VALID_TARGET,
IMG_007427,1,"[654.342,216.05,1165.766,752.841]",1,0.9307223558425903,0.9647283427630635,True,VALID_TARGET,
IMG_007427,2,"[654.829,218.365,1163.136,750.368]",1,0.9307223558425903,0.974902266973486,True,VALID_TARGET,
IMG_007429,1,"[399.223,112.814,1468.503,825.088]",0,0.978181779384613,0.9629818745637518,True,VALID_TARGET,
IMG_007429,2,"[396.703,118.911,1470.17,822.428]",0,0.978181779384613,0.9711657411820229,True,VALID_TARGET,
IMG_007433,1,"[723.857,224.159,1357.29,731.016]",1,0.9689317345619202,0.9739494557951189,True,VALID_TARGET,
IMG_007434,1,"[506.595,217.309,1417.607,816.654]",1,0.9629603028297424,0.9802088459799356,True,VALID_TARGET,
IMG_007437,1,"[552.915,62.692,1505.099,754.555]",0,0.981164813041687,0.9710950070634298,True,VALID_TARGET,
IMG_007439,1,"[664.014,238.516,1240.092,675.296]",0,0.9627255797386169,0.9862481918043323,True,VALID_TARGET,
IMG_007440,1,"[427.222,251.519,1325.914,832.492]",0,0.9669722318649292,0.9845764212642483,True,VALID_TARGET,
IMG_007441,1,"[560.658,78.036,1443.956,668.863]",0,0.9776109457015991,0.9792827220837087,True,VALID_TARGET,
IMG_007442,1,"[591.497,121.357,1442.739,866.167]",0,0.973576545715332,0.960399676485574,True,VALID_TARGET,
IMG_007444,1,"[194.71,42.225,1350.317,805.393]",0,0.9741960167884827,0.983840334132632,True,VALID_TARGET,
IMG_007445,1,"[587.94,146.82,1193.024,681.555]",0,0.9669321179389954,0.9771337643447917,True,VALID_TARGET,
IMG_007445,2,"[587.536,148.156,1192.087,681.67]",0,0.9669321179389954,0.9753426730173417,True,VALID_TARGET,
IMG_007449,1,"[386.433,1.677,1672.369,813.529]",0,0.9692429900169373,0.9738006223763704,True,VALID_TARGET,
IMG_007450,1,"[551.435,169.836,1445.386,743.58]",0,0.9707427024841309,0.9793262904112894,True,VALID_TARGET,
IMG_007454,1,"[344.847,56.076,1281.194,751.324]",0,0.9786691665649414,0.9814685196304063,True,VALID_TARGET,
IMG_007455,1,"[721.937,225.199,1224.665,683.553]",0,0.953530490398407,0.956661683241242,True,VALID_TARGET,
IMG_007457,1,"[516.922,310.965,1431.741,812.833]",0,0.9489353895187378,0.9360268150984787,True,VALID_TARGET,
IMG_007457,2,"[516.335,312.566,1431.209,813.327]",0,0.9489353895187378,0.9380396330714437,True,VALID_TARGET,
IMG_007460,1,"[593.517,250.713,1384.621,752.459]",0,0.9731993079185486,0.9674659210083193,True,VALID_TARGET,
IMG_007463,1,"[383.989,196.457,1484.321,769.97]",0,0.9740246534347534,0.9912103235946216,True,VALID_TARGET,
IMG_007463,2,"[1.123,163.765,863.43,541.677]",1,0.968079149723053,0.9716745748285953,True,VALID_TARGET,
IMG_007465,1,"[351.581,142.859,1621.789,670.654]",0,0.9710304737091064,0.9814493792439923,True,VALID_TARGET,
IMG_007466,1,"[337.637,221.782,1330.312,751.682]",0,0.9751203060150146,0.9721540934641225,True,VALID_TARGET,
IMG_007467,1,"[667.907,153.588,1393.408,605.249]",0,0.962936520576477,0.9684953488599776,True,VALID_TARGET,
IMG_007467,2,"[1571.085,146.877,1918.896,649.529]",2,0.9399258494377136,0.963635001694279,True,VALID_TARGET,
IMG_007468,1,"[540.302,86.402,1437.797,586.488]",0,0.9628366231918335,0.9780459874609878,True,VALID_TARGET,
IMG_007469,1,"[671.428,250.199,1576.684,752.794]",0,0.9730544686317444,0.9857978966005742,True,VALID_TARGET,
IMG_007470,1,"[635.814,183.76,1254.787,726.043]",0,0.9578367471694946,0.9725136878104212,True,VALID_TARGET,
IMG_007471,1,"[552.531,242.358,1326.412,657.032]",0,0.9755926728248596,0.9594187485530733,True,VALID_TARGET,
IMG_007473,1,"[566.377,316.828,1441.048,649.259]",0,0.9480704665184021,0.9702099268251965,True,VALID_TARGET,
IMG_007475,1,"[395.344,201.03,1383.085,762.802]",0,0.9606304168701172,0.9728709726375971,True,VALID_TARGET,
IMG_007477,1,"[666.797,220.848,1577.799,698.588]",0,0.9725936055183411,0.9751082972241155,True,VALID_TARGET,
IMG_007479,1,"[734.188,266.756,1202.124,758.601]",0,0.9482890963554382,0.9238795623011599,True,VALID_TARGET,
IMG_007480,1,"[454.69,55.342,1334.799,611.691]",0,0.9737849235534668,0.9794675014693662,True,VALID_TARGET,
IMG_007480,2,"[456.4,56.745,1335.292,609.325]",0,0.9737849235534668,0.9825020957901852,True,VALID_TARGET,
IMG_007482,1,"[628.076,251.026,1186.058,727.084]",0,0.9637919664382935,0.9736365084074594,True,VALID_TARGET,
IMG_007482,2,"[625.827,251.8,1185.27,725.601]",0,0.9637919664382935,0.9669463898131647,True,VALID_TARGET,
IMG_007484,1,"[436.888,187.649,1430.216,700.157]",0,0.9671584367752075,0.9671700714868298,True,VALID_TARGET,
IMG_007485,1,"[112.422,236.703,770.874,631.214]",1,0.9424252510070801,0.9630201360123232,True,VALID_TARGET,
IMG_007485,2,"[1215.187,258.961,1817.82,642.244]",0,0.9525179862976074,0.9698648204074918,True,VALID_TARGET,
IMG_007487,1,"[649.345,153.032,1683.375,724.315]",0,0.9724738597869873,0.9761627964561214,True,VALID_TARGET,
IMG_007487,2,"[244.89,206.089,989.445,566.418]",1,0.9578151106834412,0.9619848777977917,True,VALID_TARGET,
IMG_007488,1,"[798.464,294.287,1291.413,709.61]",1,0.9239635467529297,0.9699255089357941,True,VALID_TARGET,
IMG_007488,2,"[1520.09,301.284,1918.809,616.494]",2,0.9161509871482849,0.946555864538764,True,VALID_TARGET,
IMG_007491,1,"[1200.453,335.26,1588.263,592.159]",1,0.9597563147544861,0.9757113599001009,True,VALID_TARGET,
IMG_007492,1,"[398.496,338.106,1154.373,723.802]",0,0.9674583673477173,0.9810763883637793,True,VALID_TARGET,
IMG_007492,2,"[892.487,343.027,1452.46,618.696]",1,0.9474518299102783,0.9470726245588071,True,VALID_TARGET,
IMG_007494,1,"[743.146,331.045,1177.482,694.798]",1,0.9387767910957336,0.9787008523646153,True,VALID_TARGET,
IMG_007497,1,"[1364.794,384.988,1918.879,725.374]",0,0.9602890610694885,0.9684858763569628,True,VALID_TARGET,
IMG_007497,2,"[703.04,338.367,1172.553,733.805]",2,0.9336145520210266,0.951430135786677,True,VALID_TARGET,
IMG_007498,1,"[195.403,158.318,1249.869,762.603]",0,0.9754886031150818,0.9784912262265683,True,VALID_TARGET,
IMG_007498,2,"[903.553,202.154,1663.08,573.528]",1,0.965727686882019,0.9563335322284412,True,VALID_TARGET,
IMG_007499,1,"[699.854,223.559,1506.365,673.81]",0,0.9736332297325134,0.9792981098853827,True,VALID_TARGET,
IMG_007500,1,"[692.223,199.36,1215.208,626.481]",0,0.9622045755386353,0.9875214873098709,True,VALID_TARGET,
IMG_007503,1,"[645.771,180.534,1238.267,697.031]",0,0.9542933702468872,0.9690450845481647,True,VALID_TARGET,
IMG_007506,1,"[740.173,244.005,1159.968,665.169]",0,0.9408774971961975,0.9727912004840888,True,VALID_TARGET,
IMG_007507,1,"[630.403,267.004,1424.936,720.677]",0,0.9726364612579346,0.9836153499430509,True,VALID_TARGET,
IMG_007508,1,"[559.88,257.083,1334.179,714.581]",0,0.9701003432273865,0.9668745401879201,True,VALID_TARGET,
IMG_007508,2,"[562.74,261.662,1335.563,713.725]",0,0.9701003432273865,0.9731202138925332,True,VALID_TARGET,
IMG_007509,1,"[568.444,153.5,1377.98,784.271]",0,0.9590348601341248,0.9728361751585692,True,VALID_TARGET,
IMG_007511,1,"[510.322,181.009,1654.669,842.286]",1,0.9631183743476868,0.9641677177045422,True,VALID_TARGET,
IMG_007511,2,"[510.402,182.701,1647.532,842.291]",1,0.9631183743476868,0.9727686354449449,True,VALID_TARGET,
IMG_007512,1,"[732.778,306.225,1215.495,710.322]",0,0.9581514000892639,0.9760309316857517,True,VALID_TARGET,
IMG_007514,1,"[406.292,135.954,1308.8,624.859]",0,0.9733573794364929,0.982687142540329,True,VALID_TARGET,
IMG_007516,1,"[609.194,250.459,1552.464,770.636]",0,0.9742140173912048,0.9646139598300024,True,VALID_TARGET,
IMG_007517,1,"[471.399,231.822,1427.627,742.28]",0,0.96885085105896,0.9789007200357307,True,VALID_TARGET,
IMG_007519,1,"[634.997,223.421,1388.378,634.146]",0,0.9748765230178833,0.9817273683712215,True,VALID_TARGET,
