media_id,outer_fold,p3_probability,qwen_frame_positive,qwen_candidate_fraction,p4_hybrid_probability,label_binary,group_key,winner_threshold,strict_prediction
IMG_007520,1,0.6156163811683655,1.0,1.0,0.7671579260974692,1,p01-outside-legal-bay-clear,0.85,negative
IMG_007521,2,0.6694729924201965,1.0,1.0,0.8503354591977279,1,p01-outside-legal-bay-clear,0.85,positive
IMG_007527,3,0.4775870442390442,1.0,1.0,0.6906975442152327,1,p01-outside-legal-bay-clear,0.85,negative
IMG_007530,0,0.27283063530921936,1.0,1.0,0.6623026839346188,1,p01-outside-legal-bay-clear,0.85,negative
IMG_007531,1,0.731381356716156,1.0,1.0,0.7976897087181118,1,p01-outside-legal-bay-clear,0.85,negative
IMG_007533,3,0.7434083819389343,0.0,1.0,0.8389150822986243,1,p01-outside-legal-bay-clear,0.85,negative
IMG_007534,4,0.656236469745636,1.0,1.0,0.7629866607717267,1,p01-outside-legal-bay-clear,0.85,negative
IMG_007539,2,0.7575690746307373,1.0,1.0,0.8885081998471256,1,p01-outside-legal-bay-clear,0.85,positive
IMG_007541,0,0.44927212595939636,1.0,1.0,0.7051002050358985,1,p01-outside-legal-bay-clear,0.85,negative
IMG_007542,1,0.7570276260375977,1.0,1.0,0.8040342268341598,1,p01-outside-legal-bay-clear,0.85,negative
IMG_007547,3,0.4210403859615326,1.0,1.0,0.6797396657161501,1,p01-outside-legal-bay-clear,0.85,negative
IMG_007548,2,0.6738167405128479,0.0,0.0,0.4570351028645029,1,p01-outside-legal-bay-clear,0.85,negative
IMG_007549,4,0.6530495285987854,1.0,1.0,0.7618462239626481,1,p01-outside-legal-bay-clear,0.85,negative
IMG_007552,4,0.6431005001068115,1.0,1.0,0.7582617823950323,1,p01-outside-legal-bay-clear,0.85,negative
IMG_007554,0,0.41186484694480896,1.0,1.0,0.6962911788504874,1,p01-outside-legal-bay-clear,0.85,negative
IMG_007555,1,0.7236047387123108,1.0,1.0,0.7957358536065579,1,p01-outside-legal-bay-clear,0.85,negative
IMG_007556,2,0.7775023579597473,1.0,1.0,0.8958697324557349,1,p01-outside-legal-bay-clear,0.85,positive
IMG_007558,3,0.769665539264679,1.0,1.0,0.7437997815834351,1,p01-outside-legal-bay-clear,0.85,negative
