image_id,absolute_path,image_sha256
IMG_007521,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007521.png,0ac07929df37198dc40d070eae1572dc3dc0f3c40e6051a5fca984e999030676
IMG_007533,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007533.png,b3edf02484db2aa4b758c813ee19476939beb85f20b3fabec56e017e89d3de0c
IMG_007548,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007548.png,4f17bdfd1fce16f4bd783575464ee74fabb2eb6ae988f25e84d044c3757ef010
IMG_007555,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007555.png,b879ee48ab4cae9efcd4f91acd470ae42d1564602cd9b26fe99b0648632e9c30
IMG_007554,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007554.png,34c443db5a3a90bccf980fc14a8a48f9275143c41dace05edeba2dfc7f9a3865
IMG_007524,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007524.png,262716fe416364a2a3c92434537b2182f1149ccca9ca2e6ec445c234da511fb1
IMG_007531,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007531.png,ad38ad7ee4e9725af3c640552f17acc6c63b0aa98be7acdf90f9d8007c8cad1b
IMG_007536,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007536.png,ff8320b9fa229dbe4fb3bf943b793c1800c1922365781e5ddd47404f7e84c780
IMG_007547,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007547.png,963a1794c8c5c7ca3f54267bcd2fc6c1c7bf0f8fd32286cf4d58edf6b5d7fe32
IMG_007527,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007527.png,2e417531062eed85ca3d715a29639e0b2722bdc5346a948272de66c159b70e28
IMG_007529,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007529.png,ce0389699c20b59dc2543bc4de4bd409bd193a120353c152ccde3a99a4770d07
IMG_007542,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007542.png,627b93eb15fe18566af3499d9d1ff1b99458e8874451f36528b821f06c5388d6
IMG_007620,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007620.png,aa1a054f53554e3cef1dab60604b3bca6011e95d443b5f78d604cf4babcdd374
IMG_007598,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007598.png,3187844b1789cf8fd2e859424b78e02d7d817e0a8d2ac2a9954625abfc217217
IMG_007594,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007594.png,52fecb2cfdc2a375990b44ceadd6a0328e734844b7f80e0b820e966778e1d0b1
IMG_007599,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007599.png,b7394782827a2372ed408429b1a7339ece7e7f20b9430d4f004e813f883cb25b
IMG_007603,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007603.png,7c54e1ed5972188c181242becb7170c5f33bb966e7bca852ce209dadfe278bf4
IMG_007601,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007601.png,635e5c52f6a69bbc108df9de7227484b8c42d9aa6b9d3b76fc996483594c806c
IMG_007612,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007612.png,b53ab51e67c6e4ca7a8e02874469dc3c0b7563c0d08cf91ec0c0e9c0d18f0af1
IMG_007621,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007621.png,eb6200cb0efdaaac1b287d90fdf2a072c34eef2b48f330970cc61c1227f35846
IMG_007617,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007617.png,bb9f96e8a24c76741e99cbcfb0bb0bbec45c15a731eb4003a50a8b49fc72be18
IMG_007606,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007606.png,4c3161d0c72cc8aeffb0971eb4e719d82827cf4627386e3d07f770270aeb547e
IMG_007602,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007602.png,98386e15dc5ef41f7e2573e8e5048834d0a4205aa29fc88875d3601fde598d34
IMG_007611,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007611.png,35a5959bc49b68d1c99d3b86dd493860ee4d8ec8bbfc852d8a8ca0f9cbe56363
IMG_007650,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007650.png,707813ea7a7b2f00c73a07b4bda1a6467a0e6390bba6dfa883b1831d9dbd2739
IMG_007655,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007655.png,f2ae84613c6081fd7ad6517c3b54aee12af12e9ea22e99b023d785c59c2bbf84
IMG_007652,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007652.png,051cf35297a38c1ad2ae3f3ff27c6de0d70e34101e77d06e4526557ab1c25d2c
IMG_007664,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007664.png,85c36cc890c4d967ee2f83a7432a00c10149a7a1522c1f7569ed776bf178417e
IMG_007658,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007658.png,b342ab3fa54b278ed3df9f1422768a78ef039394c61b9e83f29c4ed8df3c5e92
IMG_007647,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007647.png,acb8803cbfb955dc0a72690c938c86f7ca8a561fcce3ede8e58514f288819b02
IMG_007665,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007665.png,99acaa870bcf567c9b87e27d38c472d6eae743614657842a19deed195379630b
IMG_007661,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007661.png,beaa3b6552e92a51eb1e0fd521dd742306700cd09b1fa722e379806b8f9c3cc0
IMG_007580,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007580.png,2cc8d12dd6b689e39766a0cf398eccec256db57af4e3d795b29fbfe14123f0a7
IMG_007585,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007585.png,09919ee92ec0b250a631597105f6b82b093a9dabf191cd11e169c900658e1507
IMG_007570,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007570.png,564f57abeb11621386bd15d9a8794853f850271391be84a01e64d35f42eb0181
IMG_007626,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007626.png,aa93382d3872cf38843388e36afd0119a8d72e98e4244118048a828abba47f0a
IMG_007634,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007634.png,a78e65dd12331a2134dfdd5400b7e3b4ae70c229265bd8be27b66107f2629770
IMG_007635,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007635.png,28fae86953947d31b4608a02225f1ceb9e247b87ace70fb69e48403fba99eb71
IMG_007672,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007672.png,9725aa8099cea39db019c02b5379a87707c1942f7fd5406e29f4c999457d9b18
IMG_007673,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007673.png,e429453485e61c4e85cf969157ace0642c13ad6f110e4b309da44ff8bee507da
IMG_007417,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007417.png,526c4f582dc4677d143ee9873c493204d768f976f56cf7844cf23d54f78d5f46
IMG_007450,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007450.png,dfcabcaf60309258982b2f14a2079537b4c0d67d831f2d2bd838649f9c4cbfca
IMG_007465,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007465.png,0173b785c086015179eebb31f75d19c6523d350e10c2924111c615bdc3566010
IMG_007470,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007470.png,ffd96edec5b541b57c022e406a9df1206de9cd11f497f97b921590a4cb147d7a
IMG_007499,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007499.png,5481b65b8fd23cc80f33c6488e0b419e2e97ec975ef79ac74197b76eb0c111ae
IMG_007516,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007516.png,d4ddb7ed1ecba9f8e9125fa7d6994a234347606d44522513a2c5c297c3739b99
IMG_007374,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007374.png,c369b4fcc2fb3905a50f84157acad67f599709a39b497c2592005f22898db7b4
IMG_007396,/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007396.png,644abcee17bedddc5b57b7e2f6241d7bdcafd6870043073405879da1936fa2c4
