path,source_type,is_parking_related,is_real_camera,camera_id,route_id,width,height,sha256,provenance,allowed_for_r1,reason
/home/yanbo/net_vlm_xunjian_dataset/00_raw/robot_direct,robot_direct,false,true,,,,,,directory_inventory:file_count=0;parking_name_hint_count=0,false,Directory-level inventory only; not a fixed parking camera ROI input.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/phone_camera,phone_camera,false,true,,,,,,directory_inventory:file_count=108;parking_name_hint_count=0,false,Directory-level inventory only; not a fixed parking camera ROI input.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/public_dataset,public_dataset,false,false,,,,,,directory_inventory:file_count=780;parking_name_hint_count=0,false,Directory-level inventory only; not a fixed parking camera ROI input.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated,ai_generated,true,false,,,,,,directory_inventory:file_count=7648;parking_name_hint_count=397,false,Directory-level inventory only; not a fixed parking camera ROI input.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007320.png,ai_generated,true,false,,,1920,1080,b37015b38be7e24bd3873e3d91ea54e8f2e713b46e6ee2b1ca13ffe12b0638e8,media.csv:media_id=IMG_007320;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=VAL,false,Parking media is AIGC; v2_split=VAL; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007321.png,ai_generated,true,false,,,1920,1080,1a9030f5890becb4d971e63490bd597baa3ca443e82cce3e657e52c52b2f8263,media.csv:media_id=IMG_007321;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007322.png,ai_generated,true,false,,,1920,1080,4637690af777a63302a78904d8d7c9ec0bbf5ed4de0bc7fd6be11a185d698dc9,media.csv:media_id=IMG_007322;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007323.png,ai_generated,true,false,,,1920,1080,9c6c0c08f5fd467e91ec69c821666ba76dbb4b20b61a731b8299d30722fa540d,media.csv:media_id=IMG_007323;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007324.png,ai_generated,true,false,,,1920,1080,ac8ab05dad895aa89946b380b0c4ac667d91583a4062da483e770c82d9800f59,media.csv:media_id=IMG_007324;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=HOLDOUT,false,Parking media is AIGC; v2_split=HOLDOUT; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007325.png,ai_generated,true,false,,,1920,1080,99896b2f996c96671aafff8259139e133360e154edfdb68d6bc67b45f7378853,media.csv:media_id=IMG_007325;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=HOLDOUT,false,Parking media is AIGC; v2_split=HOLDOUT; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007326.png,ai_generated,true,false,,,1920,1080,acadd4c3f2591db383a714c3f755466bc550b3d41effafc2dc8e33238c34740c,media.csv:media_id=IMG_007326;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007327.png,ai_generated,true,false,,,1920,1080,8c6a815148272f0e5e7437dc4b702e4570aa3917ebe023f284a9f5fa66d92688,media.csv:media_id=IMG_007327;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007328.png,ai_generated,true,false,,,1920,1080,e21756f049ead7e77e259d9ba4ed7369db40e9ffe55a0c97e4e484923f79cc8e,media.csv:media_id=IMG_007328;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007329.png,ai_generated,true,false,,,1920,1080,4c35aa30c3e6f91ff96a1e9a241f83c8b641ce8848d416c6cbea432c15a1d20c,media.csv:media_id=IMG_007329;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007330.png,ai_generated,true,false,,,1920,1080,ef867c897d3753231b790a940846a860664ad5958257f3da2a0a7f2bb2510e22,media.csv:media_id=IMG_007330;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=HOLDOUT,false,Parking media is AIGC; v2_split=HOLDOUT; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007331.png,ai_generated,true,false,,,1920,1080,0975771dd7c05b53c2950c99d48bfb4c4b5d6ebc346bca8910513caafcb37966,media.csv:media_id=IMG_007331;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=HOLDOUT,false,Parking media is AIGC; v2_split=HOLDOUT; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007332.png,ai_generated,true,false,,,1920,1080,b66a6e967c3840611a37b7c40fff48e221521bcf6ebd98881b8dbdbf6d9fc153,media.csv:media_id=IMG_007332;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=HOLDOUT,false,Parking media is AIGC; v2_split=HOLDOUT; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007333.png,ai_generated,true,false,,,1920,1080,8b17ebad1f53508e569e77ee1cb2be75762aded915302cda25742ff22af09eca,media.csv:media_id=IMG_007333;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=VAL,false,Parking media is AIGC; v2_split=VAL; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007334.png,ai_generated,true,false,,,1920,1080,01298aead601e68833086750e340d126205a6b3994975e5d4307f96eeb46db5b,media.csv:media_id=IMG_007334;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007335.png,ai_generated,true,false,,,1920,1080,f73e208308694a8649951e4af0e9d1e7bac401c2d84f45c29abb93f839ba4a3d,media.csv:media_id=IMG_007335;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007336.png,ai_generated,true,false,,,1920,1080,584062c5c64113d51731b58b8b9a8bb2ba67b54c040d92100dd0bc213776d2da,media.csv:media_id=IMG_007336;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007337.png,ai_generated,true,false,,,1920,1080,18fac90cca01f0d47ecb2b49ca4be90825e42961de9d137f8afa7e30a3eb4744,media.csv:media_id=IMG_007337;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007338.png,ai_generated,true,false,,,1920,1080,7d66894dfe71178cc7addf312440b5202ddb5fca399d31623cc71bbb85ea5d8d,media.csv:media_id=IMG_007338;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=VAL,false,Parking media is AIGC; v2_split=VAL; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007339.png,ai_generated,true,false,,,1920,1080,f75d25a8eeda8e9453c989ac5c69f937ae9fe7ffbd867df0536abd4700d5533e,media.csv:media_id=IMG_007339;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=VAL,false,Parking media is AIGC; v2_split=VAL; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007340.png,ai_generated,true,false,,,1920,1080,64d2fbe4e310ae8115b2255e71585daebbed954bde03d8f46d6654c53105aa29,media.csv:media_id=IMG_007340;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007341.png,ai_generated,true,false,,,1920,1080,3b25f76b665c447369972ed9429b62c4dd199ae608fd78fa801ce5b484909c2a,media.csv:media_id=IMG_007341;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=VAL,false,Parking media is AIGC; v2_split=VAL; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007342.png,ai_generated,true,false,,,1920,1080,5013e74edf5d0873384f2e3ac89e745a05fa17ae7743da0aff97481b3aef8a20,media.csv:media_id=IMG_007342;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=VAL,false,Parking media is AIGC; v2_split=VAL; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007343.png,ai_generated,true,false,,,1920,1080,17d41508f03896e6be2979d8d0fab41ddac4db4764d47332e0460a5e8953b848,media.csv:media_id=IMG_007343;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
/home/yanbo/net_vlm_xunjian_dataset/00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007344.png,ai_generated,true,false,,,1920,1080,5529597cd994f92f974ce2e6d007b1ad1e01415efc2b134eee54964c4f34a3ae,media.csv:media_id=IMG_007344;capture_batch=20260902_ai_generated_parking_order_violation_pov_b1_397;scenario_id=POV_PARKING_B1_HN01_GATE_QUEUE;v2_split=DEV,AIGC_FIXTURE_ONLY,Parking media is AIGC; v2_split=DEV; no real fixed camera/route/ROI evidence. VAL/HOLDOUT media not opened.
